Id,Fecha,Importe,Usuario,Tasacion
2015,2025-07-24,3495.43,Usuario4 Apellido4,915
2016,2025-07-04,4558.34,Usuario19 Apellido19,916
2017,2025-10-18,1844.31,Usuario6 Apellido6,917
2018,2025-04-20,2464.02,Usuario15 Apellido15,918
2019,2025-02-20,601.26,Usuario2 Apellido2,919
2020,2025-01-27,4291.37,Usuario5 Apellido5,920
2021,2025-01-18,3442.26,Usuario15 Apellido15,921
2022,2025-03-11,4600.78,Usuario14 Apellido14,922
2023,2025-04-13,4183.73,Usuario8 Apellido8,923
2024,2025-02-12,4240.90,Usuario12 Apellido12,924
2025,2025-05-17,1982.97,Usuario10 Apellido10,925
2026,2025-05-23,1318.01,Usuario20 Apellido20,926
2027,2025-10-17,509.67,Usuario19 Apellido19,927
2028,2025-10-11,2664.83,Usuario5 Apellido5,928
2029,2025-06-28,3359.69,Usuario2 Apellido2,929
2030,2025-03-14,3281.14,Usuario2 Apellido2,930
2031,2025-09-15,4507.70,Usuario15 Apellido15,931
2032,2025-10-02,3555.19,Usuario16 Apellido16,932
2033,2025-05-20,1738.58,Usuario19 Apellido19,933
2034,2025-04-06,4213.89,Usuario5 Apellido5,934
2035,2025-02-04,3593.45,Usuario3 Apellido3,935
2036,2025-10-25,1198.57,Usuario19 Apellido19,936
2037,2025-07-25,1727.73,Usuario8 Apellido8,937
2038,2025-02-13,4832.61,Usuario19 Apellido19,938
2039,2025-08-10,655.35,Usuario7 Apellido7,939
2040,2025-02-16,4853.84,Usuario10 Apellido10,940
2041,2025-08-22,1435.74,Usuario3 Apellido3,941
2042,2025-04-10,3657.48,Usuario3 Apellido3,942
2043,2025-08-27,1251.45,Usuario8 Apellido8,943
2044,2025-01-27,974.67,Usuario14 Apellido14,944
2045,2025-10-08,4598.61,Usuario2 Apellido2,945
2046,2025-10-29,3811.59,Usuario16 Apellido16,946
2047,2025-02-19,829.86,Usuario1 Apellido1,947
2048,2025-10-27,1284.53,Usuario13 Apellido13,948
2049,2025-04-18,2748.35,Usuario10 Apellido10,949
2050,2025-02-10,4251.49,Usuario9 Apellido9,950
2051,2025-09-16,4540.76,Usuario18 Apellido18,951
2052,2025-04-27,2882.34,Usuario7 Apellido7,952
2053,2025-10-31,3964.12,Usuario8 Apellido8,953
2054,2025-07-24,3849.03,Usuario9 Apellido9,954
2055,2025-10-15,860.28,Usuario19 Apellido19,955
2056,2025-08-06,4950.68,Usuario12 Apellido12,956
2057,2025-06-04,2736.65,Usuario9 Apellido9,957
2058,2025-01-31,4649.47,Usuario7 Apellido7,958
2059,2025-01-09,4234.36,Usuario12 Apellido12,959
2060,2025-04-24,2041.40,Usuario8 Apellido8,960
2061,2025-05-25,4685.56,Usuario16 Apellido16,961
2062,2025-02-06,2642.76,Usuario11 Apellido11,962
2063,2025-09-24,4928.84,Usuario11 Apellido11,963
2064,2025-05-05,1341.05,Usuario8 Apellido8,964
2065,2025-08-16,1017.82,Usuario1 Apellido1,965
2066,2025-02-16,3891.71,Usuario12 Apellido12,966
2067,2025-08-27,2806.25,Usuario12 Apellido12,967
2068,2025-09-27,4872.27,Usuario15 Apellido15,968
2069,2025-03-13,2900.63,Usuario13 Apellido13,969
2070,2025-08-18,3018.98,Usuario1 Apellido1,970
2071,2025-06-22,827.79,Usuario2 Apellido2,971
2072,2025-08-07,4752.13,Usuario5 Apellido5,972
2073,2025-06-10,4888.74,Usuario17 Apellido17,973
2074,2025-07-12,4498.23,Usuario7 Apellido7,974
2075,2025-03-14,2503.48,Usuario9 Apellido9,975
2076,2025-09-11,3074.81,Usuario3 Apellido3,976
2077,2025-06-25,4009.19,Usuario13 Apellido13,977
2078,2025-01-06,2115.41,Usuario16 Apellido16,978
2079,2025-05-02,2108.99,Usuario3 Apellido3,979
2080,2025-08-16,2696.10,Usuario9 Apellido9,980
2081,2025-09-02,4675.45,Usuario3 Apellido3,981
2082,2025-05-31,636.28,Usuario2 Apellido2,982
2083,2025-04-05,2042.15,Usuario4 Apellido4,983
2084,2025-09-17,1379.78,Usuario18 Apellido18,984
2085,2025-02-10,2288.55,Usuario3 Apellido3,985
2086,2025-02-13,3543.93,Usuario19 Apellido19,986
2087,2025-09-11,4525.16,Usuario7 Apellido7,987
2088,2025-04-11,1979.17,Usuario13 Apellido13,988
2089,2025-08-09,685.68,Usuario19 Apellido19,989
2090,2025-02-26,3033.79,Usuario2 Apellido2,990
2091,2025-07-19,3479.15,Usuario7 Apellido7,991
2092,2025-08-28,2798.69,Usuario3 Apellido3,992
2093,2025-09-14,952.22,Usuario20 Apellido20,993
2094,2025-03-25,2470.52,Usuario6 Apellido6,994
2095,2025-06-11,2662.15,Usuario4 Apellido4,995
2096,2025-08-23,2402.56,Usuario11 Apellido11,996
2097,2025-03-06,600.30,Usuario6 Apellido6,997
2098,2025-08-16,4436.95,Usuario7 Apellido7,998
2099,2025-10-16,2926.59,Usuario11 Apellido11,999
2100,2025-09-27,1574.46,Usuario12 Apellido12,1000
2101,2025-10-17,3754.24,Usuario14 Apellido14,1001
2102,2025-08-30,693.73,Usuario5 Apellido5,1002
2103,2025-09-22,907.68,Usuario20 Apellido20,1003
2104,2025-09-11,1425.28,Usuario6 Apellido6,1004
2105,2025-02-25,3225.02,Usuario13 Apellido13,1005
2106,2025-10-23,2021.41,Usuario17 Apellido17,1006
2107,2025-06-03,3010.77,Usuario1 Apellido1,1007
2108,2025-07-10,4609.53,Usuario8 Apellido8,1008
2109,2025-08-11,2597.26,Usuario9 Apellido9,1009
2110,2025-07-17,3798.49,Usuario7 Apellido7,1010
2111,2025-05-25,740.07,Usuario11 Apellido11,1011
2112,2025-09-27,3952.39,Usuario19 Apellido19,1012
2113,2025-03-18,1034.30,Usuario7 Apellido7,1013
2114,2025-10-16,1250.64,Usuario7 Apellido7,1014
2115,2025-01-13,2561.76,Usuario9 Apellido9,1015
2116,2025-04-05,3999.98,Usuario16 Apellido16,1016
2117,2025-05-11,2493.07,Usuario18 Apellido18,1017
2118,2025-03-10,2530.15,Usuario13 Apellido13,1018
2119,2025-10-15,1055.17,Usuario3 Apellido3,1019
2120,2025-05-08,1234.97,Usuario15 Apellido15,1020
2121,2025-05-23,4735.37,Usuario10 Apellido10,1021
2122,2025-04-18,3106.49,Usuario8 Apellido8,1022
2123,2025-07-06,3522.41,Usuario17 Apellido17,1023
2124,2025-10-23,4706.08,Usuario20 Apellido20,1024
2125,2025-09-28,1425.09,Usuario10 Apellido10,1025
2126,2025-09-22,1024.78,Usuario15 Apellido15,1026
2127,2025-10-08,1577.80,Usuario1 Apellido1,1027
2128,2025-05-16,4369.60,Usuario11 Apellido11,1028
2129,2025-02-19,1546.30,Usuario3 Apellido3,1029
2130,2025-09-30,1813.60,Usuario20 Apellido20,1030
2131,2025-10-21,2242.01,Usuario7 Apellido7,1031
2132,2025-06-30,2612.04,Usuario8 Apellido8,1032
2133,2025-10-19,1179.31,Usuario6 Apellido6,1033
2134,2025-10-02,716.55,Usuario10 Apellido10,1034
2135,2025-01-29,1315.93,Usuario3 Apellido3,1035
2136,2025-01-22,4461.58,Usuario9 Apellido9,1036
2137,2025-02-17,4759.12,Usuario12 Apellido12,1037
2138,2025-04-19,4753.40,Usuario14 Apellido14,1038
2139,2025-11-01,2221.82,Usuario8 Apellido8,1039
2140,2025-01-08,1167.59,Usuario1 Apellido1,1040
2141,2025-03-02,2823.00,Usuario16 Apellido16,1041
2142,2025-08-16,2800.88,Usuario19 Apellido19,1042
2143,2025-08-07,1727.99,Usuario16 Apellido16,1043
2144,2025-05-31,2943.88,Usuario19 Apellido19,1044
2145,2025-07-27,1427.67,Usuario9 Apellido9,1045
2146,2025-01-23,1733.39,Usuario8 Apellido8,1046
2147,2025-01-26,1133.40,Usuario12 Apellido12,1047
2148,2025-02-18,3117.78,Usuario2 Apellido2,1048
2149,2025-09-18,922.64,Usuario16 Apellido16,1049
2150,2025-10-11,4631.46,Usuario8 Apellido8,1050
2151,2025-08-01,4651.31,Usuario10 Apellido10,1051
2152,2025-10-12,4497.98,Usuario5 Apellido5,1052
2153,2025-03-26,3568.89,Usuario3 Apellido3,1053
2154,2025-01-23,1794.99,Usuario11 Apellido11,1054
2155,2025-04-02,553.48,Usuario8 Apellido8,1055
2156,2025-05-20,2182.26,Usuario12 Apellido12,1056
2157,2025-02-13,2424.33,Usuario19 Apellido19,1057
2158,2025-09-01,3222.05,Usuario12 Apellido12,1058
2159,2025-10-19,2208.81,Usuario6 Apellido6,1059
2160,2025-02-07,2572.83,Usuario1 Apellido1,1060
2161,2025-01-24,1243.27,Usuario19 Apellido19,1061
2162,2025-10-03,3169.25,Usuario3 Apellido3,1062
2163,2025-01-15,3495.84,Usuario3 Apellido3,1063
2164,2025-10-19,2871.33,Usuario19 Apellido19,1064
2165,2025-07-18,4560.50,Usuario15 Apellido15,1065
2166,2025-08-19,2748.01,Usuario20 Apellido20,1066
2167,2025-03-09,4676.41,Usuario5 Apellido5,1067
2168,2025-06-30,1216.91,Usuario12 Apellido12,1068
2169,2025-03-15,2915.43,Usuario10 Apellido10,1069
2170,2025-09-16,4228.91,Usuario14 Apellido14,1070
2171,2025-07-26,2678.35,Usuario18 Apellido18,1071
2172,2025-04-03,2444.59,Usuario13 Apellido13,1072
2173,2025-10-15,1465.82,Usuario11 Apellido11,1073
2174,2025-01-29,1940.10,Usuario13 Apellido13,1074
2175,2025-06-05,4445.94,Usuario13 Apellido13,1075
2176,2025-07-06,558.58,Usuario19 Apellido19,1076
2177,2025-07-12,1545.13,Usuario7 Apellido7,1077
2178,2025-09-23,1807.00,Usuario15 Apellido15,1078
2179,2025-03-24,3801.55,Usuario9 Apellido9,1079
2180,2025-02-27,1398.40,Usuario15 Apellido15,1080
2181,2025-01-28,2439.37,Usuario19 Apellido19,1081
2182,2025-07-07,1836.08,Usuario2 Apellido2,1082
2183,2025-07-20,3398.48,Usuario12 Apellido12,1083
2184,2025-10-25,3068.08,Usuario16 Apellido16,1084
2185,2025-03-25,3996.80,Usuario10 Apellido10,1085
2186,2025-05-14,2820.86,Usuario16 Apellido16,1086
2187,2025-04-08,2012.09,Usuario3 Apellido3,1087
2188,2025-03-28,4895.22,Usuario15 Apellido15,1088
2189,2025-03-05,4257.11,Usuario15 Apellido15,1089
2190,2025-02-01,1059.53,Usuario20 Apellido20,1090
2191,2025-07-11,3342.40,Usuario1 Apellido1,1091
2192,2025-07-25,2556.30,Usuario5 Apellido5,1092
2193,2025-02-14,2572.78,Usuario11 Apellido11,1093
2194,2025-08-03,3621.35,Usuario2 Apellido2,1094
2195,2025-06-23,4018.87,Usuario18 Apellido18,1095
2196,2025-10-16,2800.92,Usuario15 Apellido15,1096
2197,2025-08-21,3571.32,Usuario12 Apellido12,1097
2198,2025-10-19,4736.94,Usuario5 Apellido5,1098
2199,2025-02-27,1456.18,Usuario16 Apellido16,1099
2200,2025-05-26,4486.99,Usuario13 Apellido13,1100
2201,2025-07-08,606.95,Usuario13 Apellido13,1101
2202,2025-02-07,4293.42,Usuario13 Apellido13,1102
2203,2025-05-17,1674.47,Usuario5 Apellido5,1103
2204,2025-10-18,989.72,Usuario5 Apellido5,1104
2205,2025-05-14,731.66,Usuario10 Apellido10,1105
2206,2025-09-22,654.42,Usuario12 Apellido12,1106
2207,2025-08-30,4499.68,Usuario6 Apellido6,1107
2208,2025-01-28,1152.03,Usuario5 Apellido5,1108
2209,2025-10-15,4556.51,Usuario7 Apellido7,1109
2210,2025-04-26,3717.20,Usuario10 Apellido10,1110
2211,2025-07-12,1346.59,Usuario4 Apellido4,1111
2212,2025-03-05,794.62,Usuario19 Apellido19,1112
2213,2025-03-10,4069.64,Usuario3 Apellido3,1113
2214,2025-09-26,853.62,Usuario18 Apellido18,1114
2215,2025-03-24,2515.96,Usuario11 Apellido11,1115
2216,2025-02-18,3066.91,Usuario5 Apellido5,1116
2217,2025-02-19,1521.90,Usuario7 Apellido7,1117
2218,2025-10-05,1553.19,Usuario5 Apellido5,1118
2219,2025-04-21,634.47,Usuario14 Apellido14,1119
2220,2025-04-16,3429.30,Usuario18 Apellido18,1120
2221,2025-02-14,2885.02,Usuario2 Apellido2,1121
2222,2025-10-22,2639.71,Usuario16 Apellido16,1122
2223,2025-01-08,1214.45,Usuario1 Apellido1,1123
2224,2025-03-02,4153.70,Usuario11 Apellido11,1124
2225,2025-01-13,3930.98,Usuario3 Apellido3,1125
2226,2025-10-27,3481.51,Usuario2 Apellido2,1126
2227,2025-09-04,2208.01,Usuario6 Apellido6,1127
2228,2025-06-23,4063.83,Usuario7 Apellido7,1128
2229,2025-02-08,904.31,Usuario18 Apellido18,1129
2230,2025-05-24,2526.51,Usuario14 Apellido14,1130
2231,2025-01-17,4201.04,Usuario16 Apellido16,1131
2232,2025-10-20,2289.50,Usuario6 Apellido6,1132
2233,2025-09-21,1534.65,Usuario20 Apellido20,1133
2234,2025-05-27,3104.98,Usuario9 Apellido9,1134
2235,2025-05-30,4196.38,Usuario17 Apellido17,1135
2236,2025-09-27,1049.15,Usuario11 Apellido11,1136
2237,2025-04-04,3074.14,Usuario9 Apellido9,1137
2238,2025-02-19,4114.85,Usuario10 Apellido10,1138
2239,2025-09-29,3572.16,Usuario19 Apellido19,1139
2240,2025-04-04,1033.82,Usuario13 Apellido13,1140
2241,2025-01-21,3621.71,Usuario10 Apellido10,1141
2242,2025-02-21,1389.44,Usuario4 Apellido4,1142
2243,2025-04-28,2154.74,Usuario2 Apellido2,1143
2244,2025-05-11,1875.43,Usuario12 Apellido12,1144
2245,2025-07-09,4919.53,Usuario7 Apellido7,1145
2246,2025-10-11,1264.04,Usuario15 Apellido15,1146
2247,2025-02-21,3760.44,Usuario8 Apellido8,1147
2248,2025-05-31,1172.01,Usuario17 Apellido17,1148
2249,2025-03-26,4427.37,Usuario11 Apellido11,1149
2250,2025-06-04,3886.61,Usuario9 Apellido9,1150
2251,2025-02-15,1598.19,Usuario19 Apellido19,1151
2252,2025-02-18,2248.11,Usuario12 Apellido12,1152
2253,2025-06-07,1755.15,Usuario15 Apellido15,1153
2254,2025-01-27,623.56,Usuario20 Apellido20,1154
2255,2025-04-01,2624.27,Usuario2 Apellido2,1155
2256,2025-03-25,2749.61,Usuario19 Apellido19,1156
2257,2025-08-10,1411.84,Usuario3 Apellido3,1157
2258,2025-05-04,4684.22,Usuario7 Apellido7,1158
2259,2025-10-24,893.02,Usuario19 Apellido19,1159
2260,2025-06-24,4316.21,Usuario11 Apellido11,1160
2261,2025-06-14,4707.82,Usuario17 Apellido17,1161
2262,2025-10-29,4126.92,Usuario16 Apellido16,1162
2263,2025-02-06,3747.38,Usuario18 Apellido18,1163
2264,2025-07-11,2990.33,Usuario12 Apellido12,1164
2265,2025-05-17,3420.04,Usuario9 Apellido9,1165
2266,2025-09-18,1544.75,Usuario5 Apellido5,1166
2267,2025-01-20,3491.91,Usuario17 Apellido17,1167
2268,2025-03-16,1000.10,Usuario15 Apellido15,1168
2269,2025-08-07,3388.99,Usuario8 Apellido8,1169
2270,2025-06-08,4613.52,Usuario4 Apellido4,1170
2271,2025-07-11,3425.54,Usuario16 Apellido16,1171
2272,2025-06-27,4487.23,Usuario15 Apellido15,1172
2273,2025-04-24,598.77,Usuario6 Apellido6,1173
2274,2025-07-19,4083.53,Usuario16 Apellido16,1174
2275,2025-10-07,4116.24,Usuario13 Apellido13,1175
2276,2025-10-13,3868.84,Usuario3 Apellido3,1176
2277,2025-02-20,2713.85,Usuario1 Apellido1,1177
2278,2025-02-06,1170.84,Usuario5 Apellido5,1178
2279,2025-01-09,2553.06,Usuario5 Apellido5,1179
2280,2025-05-13,4746.75,Usuario17 Apellido17,1180
2281,2025-01-27,4897.59,Usuario1 Apellido1,1181
2282,2025-06-22,4593.29,Usuario14 Apellido14,1182
2283,2025-04-15,3164.17,Usuario2 Apellido2,1183
2284,2025-04-20,2484.34,Usuario12 Apellido12,1184
2285,2025-09-28,4294.87,Usuario14 Apellido14,1185
2286,2025-07-31,4165.64,Usuario10 Apellido10,1186
2287,2025-08-30,2530.85,Usuario1 Apellido1,1187
2288,2025-06-03,1714.77,Usuario5 Apellido5,1188
2289,2025-07-27,2838.45,Usuario11 Apellido11,1189
2290,2025-03-01,2023.97,Usuario7 Apellido7,1190
2291,2025-10-04,4745.63,Usuario6 Apellido6,1191
2292,2025-07-25,4444.80,Usuario6 Apellido6,1192
2293,2025-02-26,793.76,Usuario2 Apellido2,1193
2294,2025-01-17,3179.85,Usuario18 Apellido18,1194
2295,2025-09-08,2174.44,Usuario13 Apellido13,1195
2296,2025-05-22,2478.67,Usuario9 Apellido9,1196
2297,2025-04-10,1338.53,Usuario11 Apellido11,1197
2298,2025-05-05,4601.96,Usuario5 Apellido5,1198
2299,2025-06-08,3155.61,Usuario12 Apellido12,1199
2300,2025-04-25,1742.89,Usuario11 Apellido11,1200
2301,2025-02-10,2935.74,Usuario15 Apellido15,1201
2302,2025-02-27,1712.52,Usuario4 Apellido4,1202
2303,2025-04-04,3250.16,Usuario6 Apellido6,1203
2304,2025-02-26,1338.13,Usuario7 Apellido7,1204
2305,2025-03-15,1792.74,Usuario18 Apellido18,1205
2306,2025-01-28,4374.92,Usuario15 Apellido15,1206
2307,2025-07-03,3825.98,Usuario12 Apellido12,1207
2308,2025-08-15,4359.99,Usuario6 Apellido6,1208
2309,2025-06-10,4382.17,Usuario20 Apellido20,1209
2310,2025-05-31,2295.65,Usuario19 Apellido19,1210
2311,2025-05-08,3308.03,Usuario11 Apellido11,1211
2312,2025-05-11,515.07,Usuario18 Apellido18,1212
2313,2025-11-01,4893.18,Usuario6 Apellido6,1213
2314,2025-05-31,609.35,Usuario8 Apellido8,1214
2315,2025-04-30,902.31,Usuario1 Apellido1,1215
2316,2025-09-10,2703.53,Usuario16 Apellido16,1216
2317,2025-07-03,4098.86,Usuario4 Apellido4,1217
2318,2025-05-31,3755.31,Usuario7 Apellido7,1218
2319,2025-06-23,643.62,Usuario5 Apellido5,1219
2320,2025-10-11,1751.66,Usuario3 Apellido3,1220
2321,2025-03-05,4488.40,Usuario20 Apellido20,1221
2322,2025-04-20,1579.90,Usuario17 Apellido17,1222
2323,2025-09-20,3284.72,Usuario10 Apellido10,1223
2324,2025-02-27,3490.31,Usuario18 Apellido18,1224
2325,2025-05-30,2784.55,Usuario4 Apellido4,1225
2326,2025-05-08,1923.34,Usuario20 Apellido20,1226
2327,2025-01-08,2592.83,Usuario16 Apellido16,1227
2328,2025-06-19,2210.73,Usuario11 Apellido11,1228
2329,2025-04-12,4656.00,Usuario8 Apellido8,1229
2330,2025-01-25,1789.74,Usuario17 Apellido17,1230
2331,2025-01-20,2536.19,Usuario5 Apellido5,1231
2332,2025-06-14,2331.72,Usuario2 Apellido2,1232
2333,2025-02-28,2242.75,Usuario5 Apellido5,1233
2334,2025-05-15,3693.70,Usuario18 Apellido18,1234
2335,2025-04-27,791.32,Usuario2 Apellido2,1235
2336,2025-01-21,3722.39,Usuario10 Apellido10,1236
2337,2025-10-08,535.21,Usuario14 Apellido14,1237
2338,2025-06-18,951.31,Usuario17 Apellido17,1238
2339,2025-01-10,4034.13,Usuario10 Apellido10,1239
2340,2025-09-04,4542.69,Usuario13 Apellido13,1240
2341,2025-05-28,919.52,Usuario20 Apellido20,1241
2342,2025-05-30,4498.70,Usuario10 Apellido10,1242
2343,2025-02-12,1324.03,Usuario8 Apellido8,1243
2344,2025-08-20,2493.03,Usuario13 Apellido13,1244
2345,2025-08-26,3580.27,Usuario11 Apellido11,1245
2346,2025-10-06,2084.67,Usuario2 Apellido2,1246
2347,2025-10-11,2615.88,Usuario20 Apellido20,1247
2348,2025-09-22,2613.83,Usuario15 Apellido15,1248
2349,2025-05-11,1378.96,Usuario9 Apellido9,1249
2350,2025-08-09,2774.84,Usuario17 Apellido17,1250
2351,2025-08-21,3140.33,Usuario14 Apellido14,1251
2352,2025-07-14,3349.29,Usuario5 Apellido5,1252
2353,2025-06-10,746.43,Usuario14 Apellido14,1253
2354,2025-04-19,2658.33,Usuario4 Apellido4,1254
2355,2025-10-13,2363.63,Usuario1 Apellido1,1255
2356,2025-08-18,3816.66,Usuario6 Apellido6,1256
2357,2025-04-12,1266.02,Usuario2 Apellido2,1257
2358,2025-08-16,3243.97,Usuario17 Apellido17,1258
2359,2025-05-10,3953.80,Usuario20 Apellido20,1259
2360,2025-09-13,2765.18,Usuario4 Apellido4,1260
2361,2025-01-25,1328.43,Usuario1 Apellido1,1261
2362,2025-08-02,2216.69,Usuario7 Apellido7,1262
2363,2025-07-19,1084.45,Usuario18 Apellido18,1263
2364,2025-03-20,4960.90,Usuario9 Apellido9,1264
2365,2025-03-14,1438.37,Usuario20 Apellido20,1265
2366,2025-02-24,1921.61,Usuario17 Apellido17,1266
2367,2025-04-04,3537.01,Usuario11 Apellido11,1267
2368,2025-04-12,4002.21,Usuario4 Apellido4,1268
2369,2025-04-02,2404.60,Usuario4 Apellido4,1269
2370,2025-02-06,4668.93,Usuario20 Apellido20,1270
2371,2025-09-24,2194.33,Usuario17 Apellido17,1271
2372,2025-01-10,888.78,Usuario5 Apellido5,1272
2373,2025-05-21,523.78,Usuario3 Apellido3,1273
2374,2025-04-30,4352.09,Usuario4 Apellido4,1274
2375,2025-01-29,2423.28,Usuario14 Apellido14,1275
2376,2025-02-23,4513.41,Usuario16 Apellido16,1276
2377,2025-10-13,4097.26,Usuario3 Apellido3,1277
2378,2025-02-02,3362.66,Usuario15 Apellido15,1278
2379,2025-09-16,2912.25,Usuario20 Apellido20,1279
2380,2025-06-18,3948.72,Usuario6 Apellido6,1280
2381,2025-09-01,4852.69,Usuario11 Apellido11,1281
2382,2025-09-02,3697.89,Usuario3 Apellido3,1282
2383,2025-01-09,1236.42,Usuario6 Apellido6,1283
2384,2025-05-27,1725.20,Usuario16 Apellido16,1284
2385,2025-03-29,2282.87,Usuario7 Apellido7,1285
2386,2025-09-17,3576.62,Usuario16 Apellido16,1286
2387,2025-05-13,4806.44,Usuario2 Apellido2,1287
2388,2025-04-07,1688.08,Usuario5 Apellido5,1288
2389,2025-04-07,632.37,Usuario1 Apellido1,1289
2390,2025-06-28,3973.04,Usuario18 Apellido18,1290
2391,2025-10-10,2800.60,Usuario14 Apellido14,1291
2392,2025-05-18,4900.65,Usuario5 Apellido5,1292
2393,2025-05-30,1679.40,Usuario15 Apellido15,1293
2394,2025-03-09,4607.25,Usuario18 Apellido18,1294
2395,2025-03-20,4213.56,Usuario4 Apellido4,1295
2396,2025-01-26,2117.38,Usuario11 Apellido11,1296
2397,2025-08-17,3823.71,Usuario10 Apellido10,1297
2398,2025-06-20,2924.72,Usuario1 Apellido1,1298
2399,2025-03-13,2233.64,Usuario16 Apellido16,1299
2400,2025-06-13,1559.92,Usuario12 Apellido12,1300
2401,2025-10-28,1639.12,Usuario20 Apellido20,1
2402,2025-09-28,2776.69,Usuario17 Apellido17,2
2403,2025-10-14,3368.06,Usuario12 Apellido12,3
2404,2025-08-14,4840.70,Usuario6 Apellido6,4
2405,2025-09-05,4029.91,Usuario20 Apellido20,5
2406,2025-09-16,4341.80,Usuario6 Apellido6,6
2407,2025-03-05,1452.01,Usuario13 Apellido13,7
2408,2025-09-01,1288.51,Usuario12 Apellido12,8
2409,2025-07-15,761.65,Usuario19 Apellido19,9
2410,2025-06-28,4672.16,Usuario7 Apellido7,10
2411,2025-07-19,3395.93,Usuario14 Apellido14,11
2412,2025-01-28,1086.90,Usuario3 Apellido3,12
2413,2025-02-25,1828.62,Usuario17 Apellido17,13
2414,2025-02-02,4584.18,Usuario3 Apellido3,14
2415,2025-10-19,4246.46,Usuario19 Apellido19,15
2416,2025-04-27,4073.07,Usuario19 Apellido19,16
2417,2025-01-20,823.82,Usuario8 Apellido8,17
2418,2025-04-09,3427.75,Usuario16 Apellido16,18
2419,2025-10-04,604.48,Usuario1 Apellido1,19
2420,2025-10-21,2424.75,Usuario6 Apellido6,20
2421,2025-06-12,1923.34,Usuario17 Apellido17,21
2422,2025-10-28,1822.00,Usuario5 Apellido5,22
2423,2025-02-14,1281.56,Usuario11 Apellido11,23
2424,2025-01-05,3540.92,Usuario15 Apellido15,24
2425,2025-05-20,3352.26,Usuario9 Apellido9,25
2426,2025-10-19,2502.04,Usuario1 Apellido1,26
2427,2025-07-28,2618.56,Usuario18 Apellido18,27
2428,2025-08-09,4565.18,Usuario4 Apellido4,28
2429,2025-07-03,2312.48,Usuario4 Apellido4,29
2430,2025-06-25,1781.52,Usuario14 Apellido14,30
2431,2025-04-06,4481.44,Usuario11 Apellido11,31
2432,2025-04-01,1556.59,Usuario8 Apellido8,32
2433,2025-09-10,3921.32,Usuario9 Apellido9,33
2434,2025-01-07,1559.92,Usuario16 Apellido16,34
2435,2025-02-16,4181.70,Usuario19 Apellido19,35
2436,2025-02-07,2648.61,Usuario7 Apellido7,36
2437,2025-06-30,3010.24,Usuario3 Apellido3,37
2438,2025-07-19,2206.44,Usuario16 Apellido16,38
2439,2025-07-17,2466.88,Usuario2 Apellido2,39
2440,2025-09-06,2971.48,Usuario1 Apellido1,40
2441,2025-10-27,3112.34,Usuario2 Apellido2,41
2442,2025-08-28,1703.61,Usuario16 Apellido16,42
2443,2025-08-03,4838.95,Usuario5 Apellido5,43
2444,2025-02-11,4102.33,Usuario12 Apellido12,44
2445,2025-08-30,4972.28,Usuario2 Apellido2,45
2446,2025-07-11,1942.94,Usuario6 Apellido6,46
2447,2025-07-01,1747.48,Usuario16 Apellido16,47
2448,2025-10-29,4785.16,Usuario9 Apellido9,48
2449,2025-10-10,3510.15,Usuario20 Apellido20,49
2450,2025-01-10,2766.55,Usuario2 Apellido2,50
2451,2025-02-27,3242.15,Usuario8 Apellido8,51
2452,2025-05-29,2276.43,Usuario5 Apellido5,52
2453,2025-09-20,1807.60,Usuario15 Apellido15,53
2454,2025-06-21,3415.79,Usuario19 Apellido19,54
2455,2025-02-05,1936.56,Usuario6 Apellido6,55
2456,2025-07-13,4043.07,Usuario13 Apellido13,56
2457,2025-09-20,1449.37,Usuario3 Apellido3,57
2458,2025-11-01,4039.61,Usuario20 Apellido20,58
2459,2025-08-28,2265.36,Usuario5 Apellido5,59
2460,2025-04-30,2270.15,Usuario12 Apellido12,60
2461,2025-01-11,1119.29,Usuario20 Apellido20,61
2462,2025-01-12,2403.53,Usuario1 Apellido1,62
2463,2025-09-26,2165.37,Usuario1 Apellido1,63
2464,2025-02-27,4524.21,Usuario3 Apellido3,64
2465,2025-04-09,4973.67,Usuario17 Apellido17,65
2466,2025-04-29,3281.07,Usuario5 Apellido5,66
2467,2025-08-26,4585.43,Usuario12 Apellido12,67
2468,2025-03-01,2827.58,Usuario7 Apellido7,68
2469,2025-01-17,1976.25,Usuario16 Apellido16,69
2470,2025-06-23,646.88,Usuario3 Apellido3,70
2471,2025-10-07,1231.00,Usuario5 Apellido5,71
2472,2025-10-26,819.71,Usuario8 Apellido8,72
2473,2025-09-02,2003.01,Usuario1 Apellido1,73
2474,2025-05-09,2562.38,Usuario12 Apellido12,74
2475,2025-09-29,2638.83,Usuario12 Apellido12,75
2476,2025-04-24,3522.58,Usuario11 Apellido11,76
2477,2025-08-25,910.47,Usuario18 Apellido18,77
2478,2025-10-21,3619.65,Usuario12 Apellido12,78
2479,2025-02-23,3743.66,Usuario15 Apellido15,79
2480,2025-04-04,908.50,Usuario14 Apellido14,80
2481,2025-07-01,805.44,Usuario19 Apellido19,81
2482,2025-08-06,1832.73,Usuario3 Apellido3,82
2483,2025-08-04,1828.91,Usuario4 Apellido4,83
2484,2025-08-24,3008.51,Usuario9 Apellido9,84
2485,2025-08-15,2807.06,Usuario4 Apellido4,85
2486,2025-08-08,822.39,Usuario10 Apellido10,86
2487,2025-02-03,4344.44,Usuario15 Apellido15,87
